CO(GT);PT08.S1(CO);C6H6(GT);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);T;RH;AH
1.8;1526.0;30.1;180.0;441.0;113.09125081011017;2074.0;16.6;68.4;1.2829
1.8;1399.0;24.5;180.0;485.0;113.09125081011017;1894.0;17.6;64.9;1.2925
1.8;1436.0;25.2;180.0;479.0;113.09125081011017;1911.0;18.3;63.8;1.331
1.8;1455.0;26.5;180.0;474.0;113.09125081011017;1945.0;19.4;61.1;1.3652
1.8;1311.0;19.6;180.0;544.0;113.09125081011017;1760.0;20.9;58.1;1.4193
1.8;1174.0;13.4;180.0;640.0;113.09125081011017;1596.0;22.0;54.0;1.4114
1.8;1242.0;15.3;180.0;602.0;113.09125081011017;1682.0;22.8;53.0;1.4482
1.8;1267.0;15.1;180.0;593.0;113.09125081011017;1671.0;21.7;57.6;1.4756
1.8;1401.0;21.1;180.0;530.0;113.09125081011017;1887.0;21.3;60.8;1.5205
1.8;1428.0;23.6;180.0;490.0;113.09125081011017;1976.0;21.2;61.7;1.5309
1.8;1478.0;25.7;180.0;474.0;113.09125081011017;2017.0;21.2;62.2;1.5473
1.8;1518.0;27.2;180.0;454.0;113.09125081011017;2098.0;20.8;65.1;1.5782
1.8;1468.0;24.4;180.0;470.0;113.09125081011017;1985.0;19.9;69.0;1.5877
1.8;1369.0;20.3;180.0;513.0;113.09125081011017;1851.0;18.8;73.7;1.5785
1.8;1244.0;14.8;180.0;571.0;113.09125081011017;1671.0;19.2;71.3;1.5723
1.8;1217.0;12.8;180.0;603.0;113.09125081011017;1628.0;19.0;71.6;1.5549
1.8;1103.0;10.0;180.0;666.0;113.09125081011017;1520.0;19.5;69.7;1.5596
1.8;1118.0;9.3;180.0;675.0;113.09125081011017;1509.0;19.4;70.1;1.5626
1.8;1087.0;9.3;180.0;684.0;113.09125081011017;1519.0;18.4;74.5;1.5634
1.8;1069.0;8.8;180.0;688.0;113.09125081011017;1508.0;18.7;73.4;1.5701
1.8;1112.0;10.2;180.0;645.0;113.09125081011017;1544.0;18.4;74.6;1.5631
1.8;1196.0;13.1;180.0;594.0;113.09125081011017;1659.0;18.5;74.4;1.5661
1.8;1522.0;26.1;180.0;458.0;113.09125081011017;2043.0;18.8;73.0;1.5737
1.8;1715.0;37.9;180.0;371.0;113.09125081011017;2376.0;19.9;69.9;1.6036
1.8;1582.0;26.2;180.0;448.0;113.09125081011017;2036.0;21.3;66.1;1.6556
1.8;1494.0;23.1;180.0;467.0;113.09125081011017;1965.0;23.0;61.8;1.7135
1.8;1631.0;26.0;180.0;438.0;113.09125081011017;2027.0;22.4;64.6;1.7271
1.8;1650.0;28.1;180.0;424.0;113.09125081011017;2093.0;23.8;59.9;1.7376
1.8;1640.0;28.0;180.0;431.0;113.09125081011017;2094.0;24.7;56.9;1.7472
1.8;1589.0;24.6;180.0;452.0;113.09125081011017;2015.0;25.4;55.1;1.761
1.8;1538.0;22.4;180.0;473.0;113.09125081011017;1924.0;25.7;54.5;1.7684
4.7;1597.0;30.9;652.0;424.0;167.0;2307.0;24.8;57.7;1.7765
8.0;1884.0;43.7;895.0;348.0;194.0;2595.0;24.6;58.9;1.8005
7.7;1835.0;40.0;826.0;358.0;172.0;2474.0;23.9;61.8;1.8088
6.8;1759.0;35.9;648.0;373.0;134.0;2378.0;23.0;65.9;1.8319
6.0;1666.0;30.1;629.0;409.0;130.0;2170.0;22.4;67.7;1.8161
4.7;1506.0;22.3;529.0;458.0;113.0;1944.0;22.0;69.2;1.8061
3.4;1378.0;17.7;405.0;511.0;99.0;1820.0;21.8;69.6;1.79
3.9;1448.0;19.5;461.0;496.0;109.0;1877.0;21.9;68.3;1.7699
4.4;1481.0;22.3;486.0;467.0;105.0;1957.0;21.7;69.7;1.7872
3.3;1289.0;15.4;335.0;552.0;91.0;1765.0;21.3;70.3;1.7574
2.0;1109.0;9.3;210.0;664.0;77.0;1570.0;20.8;71.7;1.7415
1.5;994.0;6.0;180.0;784.0;113.09125081011017;1453.0;21.4;69.0;1.7421
1.8;1015.0;6.6;99.0;754.0;59.0;1473.0;21.4;69.3;1.7515
0.8;966.0;5.1;149.0;830.0;60.0;1420.0;21.3;69.5;1.7447
1.3;1088.0;8.8;203.0;706.0;72.0;1565.0;21.5;67.5;1.708
2.7;1303.0;16.6;332.0;578.0;83.0;1791.0;21.9;64.8;1.683
3.6;1440.0;24.3;446.0;494.0;104.0;2016.0;22.6;61.4;1.6645
3.6;1392.0;20.6;524.0;517.0;119.0;1866.0;22.6;61.5;1.6636
2.6;1248.0;15.6;347.0;572.0;105.0;1704.0;25.5;52.3;1.6796
2.0;1197.0;12.2;273.0;634.0;91.0;1626.0;27.0;47.6;1.67
3.3;1357.0;17.7;404.0;542.0;103.0;1834.0;25.2;53.3;1.6834
2.6;1263.0;14.8;180.0;578.0;113.09125081011017;1736.0;26.6;49.3;1.6872
2.1;1261.0;15.0;312.0;585.0;111.0;1733.0;27.2;48.5;1.7172
2.9;1382.0;16.7;369.0;539.0;101.0;1807.0;26.9;50.0;1.7507
3.0;1400.0;17.7;362.0;519.0;102.0;1864.0;26.5;52.2;1.7769
3.2;1443.0;20.9;335.0;488.0;101.0;1933.0;27.0;51.0;1.7936
4.4;1630.0;28.7;447.0;427.0;118.0;2166.0;25.9;55.8;1.8347
6.0;1720.0;34.8;576.0;382.0;120.0;2403.0;25.1;59.4;1.8632
5.0;1600.0;27.5;486.0;432.0;107.0;2160.0;24.7;58.7;1.8001
4.3;1525.0;24.9;439.0;450.0;104.0;2085.0;23.6;62.2;1.7863
4.3;1544.0;24.2;462.0;448.0;91.0;2048.0;22.4;67.1;1.794
4.2;1455.0;22.2;441.0;466.0;91.0;1964.0;21.6;69.2;1.763
2.2;1203.0;13.2;223.0;593.0;74.0;1655.0;21.3;68.5;1.7164
1.3;1038.0;7.9;126.0;714.0;63.0;1474.0;21.2;68.6;1.7046
1.0;975.0;5.9;116.0;788.0;57.0;1423.0;20.3;70.6;1.6659
0.7;917.0;4.1;180.0;870.0;113.09125081011017;1355.0;20.8;67.3;1.6353
1.8;930.0;4.6;125.0;849.0;48.0;1392.0;19.6;71.3;1.612
0.9;960.0;5.8;198.0;802.0;49.0;1435.0;18.7;74.4;1.5861
1.0;982.0;6.5;185.0;770.0;55.0;1435.0;19.8;69.2;1.5808
2.8;1359.0;19.5;425.0;541.0;78.0;1912.0;19.8;69.4;1.5859
4.1;1500.0;28.0;465.0;437.0;91.0;2158.0;20.4;66.7;1.5781
2.9;1315.0;18.7;341.0;535.0;88.0;1830.0;22.3;60.6;1.6069
2.7;1307.0;18.3;316.0;525.0;83.0;1787.0;22.6;59.9;1.6246
2.1;1235.0;14.3;241.0;574.0;81.0;1704.0;24.5;54.5;1.6514
2.4;1310.0;16.5;266.0;538.0;83.0;1781.0;24.4;55.4;1.6712
3.8;1459.0;22.9;412.0;467.0;111.0;2007.0;26.0;51.9;1.7148
3.7;1461.0;22.3;394.0;474.0;112.0;2033.0;26.8;49.1;1.7101
3.7;1476.0;22.0;365.0;474.0;112.0;1996.0;26.4;49.8;1.6928
5.5;1612.0;27.7;548.0;429.0;137.0;2127.0;26.9;48.6;1.7017
5.4;1654.0;29.8;494.0;435.0;152.0;2176.0;26.2;48.9;1.634
8.4;1808.0;40.0;686.0;373.0;163.0;2486.0;24.3;54.3;1.6276
6.8;1681.0;35.1;556.0;397.0;135.0;2339.0;23.3;58.1;1.6457
4.5;1494.0;25.5;467.0;454.0;119.0;2020.0;22.3;62.5;1.6616
2.5;1251.0;13.7;297.0;579.0;91.0;1657.0;21.3;66.1;1.6556
1.6;1132.0;9.7;164.0;669.0;74.0;1502.0;21.2;65.7;1.6319
1.7;1158.0;9.8;196.0;664.0;73.0;1509.0;20.3;68.1;1.6009
1.7;1146.0;10.1;201.0;673.0;71.0;1518.0;20.4;66.7;1.583
1.1;993.0;6.0;132.0;792.0;57.0;1413.0;19.9;67.5;1.5544
1.0;989.0;6.0;146.0;800.0;51.0;1418.0;19.1;70.0;1.5331
0.8;943.0;4.6;180.0;852.0;113.09125081011017;1374.0;19.3;68.1;1.5139
1.8;910.0;4.0;94.0;872.0;42.0;1341.0;19.6;66.9;1.5125
0.7;925.0;4.6;127.0;876.0;43.0;1381.0;18.1;72.1;1.4834
1.2;1039.0;7.6;217.0;724.0;52.0;1473.0;18.1;72.3;1.4927
2.3;1208.0;13.6;394.0;598.0;65.0;1699.0;17.6;74.8;1.491
3.0;1268.0;16.0;511.0;545.0;69.0;1753.0;18.2;72.8;1.5048
3.3;1353.0;18.9;523.0;507.0;91.0;1833.0;20.2;65.8;1.5374
2.8;1317.0;15.7;471.0;542.0;92.0;1727.0;21.6;61.4;1.5696
3.0;1356.0;16.2;441.0;534.0;102.0;1738.0;23.3;57.5;1.6169
3.4;1414.0;19.4;414.0;504.0;118.0;1854.0;25.0;52.4;1.6356
3.0;1326.0;16.9;317.0;533.0;111.0;1785.0;25.4;50.8;1.6275
2.3;1211.0;12.5;230.0;609.0;101.0;1608.0;26.1;47.1;1.5724
3.1;1324.0;15.8;365.0;564.0;119.0;1749.0;27.0;44.2;1.549
3.0;1324.0;16.0;360.0;565.0;115.0;1747.0;27.2;43.0;1.5246
3.3;1361.0;16.3;420.0;549.0;120.0;1776.0;25.6;48.3;1.5641
4.0;1475.0;21.0;475.0;490.0;115.0;1925.0;23.3;57.9;1.6376
4.6;1537.0;23.1;526.0;469.0;118.0;2016.0;22.2;63.6;1.6763
4.1;1413.0;17.7;460.0;520.0;117.0;1853.0;21.6;67.7;1.7228
2.3;1229.0;12.2;255.0;607.0;96.0;1668.0;21.0;69.3;1.7058
2.6;1297.0;14.6;283.0;567.0;89.0;1725.0;20.3;70.5;1.6599
2.6;1302.0;13.1;271.0;594.0;84.0;1639.0;20.0;69.5;1.6109
2.9;1347.0;15.5;315.0;573.0;97.0;1741.0;19.7;70.1;1.5891
2.1;1165.0;11.8;227.0;631.0;68.0;1621.0;19.5;70.7;1.5851
2.1;1155.0;10.9;243.0;633.0;66.0;1577.0;19.4;71.4;1.5959
1.5;1050.0;8.4;180.0;696.0;113.09125081011017;1512.0;19.3;71.1;1.5746
1.8;1035.0;7.0;142.0;731.0;51.0;1467.0;18.7;73.8;1.5704
1.4;1057.0;8.6;139.0;684.0;48.0;1503.0;18.0;75.4;1.5441
1.2;1029.0;7.5;182.0;709.0;47.0;1451.0;17.3;78.4;1.532
1.5;1037.0;8.1;196.0;704.0;48.0;1481.0;17.5;76.6;1.5174
0.9;920.0;4.8;108.0;853.0;45.0;1359.0;20.0;66.7;1.5401
1.4;1080.0;7.8;175.0;732.0;59.0;1477.0;19.1;70.0;1.5366
2.1;1152.0;9.7;266.0;661.0;84.0;1542.0;21.4;61.7;1.5547
1.6;1085.0;8.4;179.0;721.0;72.0;1467.0;24.6;50.4;1.5363
1.5;1071.0;7.6;154.0;745.0;68.0;1431.0;25.0;49.1;1.5295
1.1;1000.0;5.9;95.0;811.0;52.0;1376.0;25.3;46.7;1.4874
1.4;1058.0;7.4;151.0;756.0;70.0;1421.0;24.8;47.9;1.4819
2.0;1184.0;10.1;230.0;667.0;90.0;1537.0;25.3;48.0;1.5249
2.0;1189.0;9.7;239.0;670.0;87.0;1533.0;26.5;44.9;1.5278
2.5;1277.0;11.8;306.0;614.0;99.0;1631.0;25.0;50.1;1.563
4.3;1482.0;20.3;472.0;503.0;128.0;1874.0;22.9;57.6;1.5885
5.2;1555.0;24.3;532.0;464.0;127.0;1971.0;21.7;62.9;1.6117
3.4;1324.0;15.6;375.0;568.0;99.0;1716.0;21.8;63.0;1.619
1.3;1015.0;7.3;147.0;747.0;72.0;1439.0;21.2;63.4;1.5748
1.2;1010.0;7.1;118.0;768.0;62.0;1450.0;20.2;65.8;1.535
1.7;1081.0;9.0;181.0;697.0;62.0;1517.0;18.4;71.5;1.5038
1.7;1071.0;8.9;209.0;695.0;63.0;1516.0;17.9;72.4;1.4758
1.4;1014.0;7.2;167.0;745.0;56.0;1474.0;16.9;75.4;1.4393
0.9;891.0;4.4;112.0;878.0;44.0;1353.0;16.5;75.5;1.4056
0.7;874.0;4.1;180.0;889.0;113.09125081011017;1315.0;15.4;79.0;1.3735
1.8;882.0;4.3;108.0;875.0;37.0;1319.0;15.5;78.6;1.37
0.9;940.0;5.9;181.0;800.0;48.0;1392.0;16.2;76.9;1.4029
1.2;1020.0;7.2;253.0;749.0;59.0;1440.0;15.8;79.6;1.417
3.2;1316.0;18.5;521.0;527.0;77.0;1780.0;16.0;76.3;1.3772
4.4;1423.0;25.0;649.0;467.0;88.0;1998.0;16.3;74.3;1.3644
3.5;1314.0;18.8;516.0;531.0;111.0;1754.0;18.7;66.3;1.414
3.2;1317.0;19.5;487.0;518.0;114.0;1812.0;20.5;60.2;1.4346
3.0;1305.0;18.2;529.0;524.0;108.0;1742.0;19.3;66.2;1.4706
3.5;1351.0;20.0;565.0;498.0;111.0;1821.0;20.0;63.9;1.4805
4.0;1438.0;24.8;558.0;451.0;126.0;1971.0;21.4;59.4;1.4928
3.8;1454.0;23.1;568.0;457.0;117.0;1947.0;21.5;60.9;1.5398
4.2;1512.0;25.5;605.0;432.0;119.0;2034.0;21.6;60.9;1.5551
5.0;1584.0;32.0;666.0;392.0;125.0;2176.0;21.6;62.0;1.5784
7.9;1816.0;46.3;814.0;330.0;158.0;2641.0;21.7;61.9;1.592
8.4;1824.0;44.5;860.0;340.0;149.0;2567.0;21.0;64.9;1.5987
8.0;1744.0;41.0;820.0;352.0;136.0;2469.0;20.0;68.6;1.5882
6.4;1588.0;32.5;742.0;400.0;112.0;2230.0;19.3;71.4;1.5805
3.5;1319.0;19.1;492.0;511.0;87.0;1806.0;18.5;73.4;1.5461
3.5;1313.0;19.6;464.0;505.0;82.0;1803.0;17.7;75.6;1.5226
1.9;1073.0;10.7;258.0;661.0;67.0;1488.0;18.5;70.4;1.487
2.2;1119.0;12.2;311.0;624.0;68.0;1562.0;17.0;76.1;1.4582
1.6;989.0;8.0;231.0;737.0;60.0;1401.0;16.8;74.9;1.4258
1.0;912.0;5.5;127.0;822.0;48.0;1331.0;15.5;78.5;1.3782
1.0;904.0;5.5;180.0;820.0;113.09125081011017;1319.0;15.3;79.0;1.3605
1.8;851.0;4.3;124.0;897.0;42.0;1277.0;15.0;77.9;1.3197
0.9;902.0;5.9;138.0;835.0;46.0;1355.0;14.8;79.4;1.3312
1.4;981.0;8.6;228.0;730.0;54.0;1425.0;15.7;77.0;1.3591
3.0;1267.0;18.7;383.0;572.0;82.0;1776.0;16.2;75.9;1.3872
4.5;1392.0;25.0;581.0;469.0;93.0;1990.0;16.3;75.9;1.3991
3.8;1308.0;19.6;545.0;522.0;95.0;1781.0;17.7;70.6;1.4202
3.4;1313.0;20.8;593.0;511.0;120.0;1820.0;18.3;67.6;1.4103
3.5;1350.0;20.1;602.0;518.0;132.0;1784.0;20.1;62.0;1.4409
4.4;1477.0;26.7;624.0;455.0;146.0;2031.0;22.6;54.5;1.4737
4.0;1409.0;23.6;546.0;484.0;157.0;1874.0;24.6;47.1;1.4378
4.5;1495.0;26.4;597.0;451.0;158.0;2043.0;24.9;48.3;1.4942
5.3;1606.0;30.9;688.0;419.0;175.0;2165.0;24.9;50.0;1.5522
5.8;1669.0;32.8;760.0;404.0;166.0;2232.0;24.0;55.0;1.6211
8.4;1822.0;45.9;918.0;347.0;187.0;2641.0;23.2;58.7;1.651
9.5;1908.0;52.1;952.0;325.0;180.0;2775.0;22.5;61.5;1.6579
6.2;1664.0;36.6;685.0;385.0;134.0;2305.0;22.2;61.0;1.6071
5.0;1465.0;24.0;561.0;468.0;127.0;1962.0;22.6;58.3;1.5829
2.1;1076.0;9.8;239.0;691.0;95.0;1506.0;21.0;57.4;1.4098
1.4;1055.0;7.9;175.0;758.0;79.0;1468.0;19.8;63.7;1.4524
1.6;1075.0;7.5;169.0;734.0;78.0;1495.0;17.7;78.8;1.5855
2.0;1135.0;9.2;215.0;685.0;80.0;1569.0;17.6;80.5;1.6062
1.2;998.0;5.7;115.0;786.0;67.0;1435.0;17.4;81.3;1.6066
0.8;953.0;4.4;94.0;861.0;61.0;1401.0;17.4;81.0;1.6012
0.6;926.0;3.9;180.0;874.0;113.09125081011017;1381.0;17.2;81.8;1.5856
1.8;895.0;3.1;80.0;946.0;51.0;1343.0;17.0;81.0;1.5521
0.7;967.0;5.1;132.0;833.0;56.0;1416.0;16.8;81.3;1.5447
1.7;1164.0;10.5;295.0;641.0;68.0;1606.0;17.6;78.8;1.5723
3.4;1421.0;20.6;517.0;502.0;101.0;1983.0;18.0;75.7;1.5527
4.9;1465.0;28.5;555.0;454.0;119.0;2119.0;18.0;74.8;1.5281
2.7;1189.0;12.7;429.0;614.0;108.0;1652.0;18.2;74.0;1.5343
3.2;1278.0;16.1;561.0;585.0;132.0;1734.0;19.7;65.4;1.4854
2.7;1169.0;14.9;427.0;611.0;130.0;1666.0;21.0;57.9;1.4267
3.2;1214.0;16.8;445.0;580.0;129.0;1739.0;20.7;58.6;1.4142
4.1;1351.0;21.8;538.0;502.0;117.0;1923.0;19.5;67.1;1.506
3.6;1340.0;18.6;556.0;537.0;119.0;1842.0;18.5;76.2;1.6045
2.8;1157.0;14.5;370.0;623.0;113.0;1675.0;19.6;69.7;1.5675
2.1;1118.0;13.4;257.0;647.0;102.0;1649.0;19.9;65.3;1.5066
2.4;1150.0;15.8;266.0;608.0;101.0;1711.0;20.0;63.3;1.4622
3.6;1247.0;20.7;403.0;544.0;116.0;1874.0;19.2;66.4;1.4592
2.6;1194.0;16.6;275.0;587.0;101.0;1732.0;19.3;67.5;1.4977
2.8;1184.0;15.3;338.0;586.0;94.0;1685.0;18.2;71.4;1.4776
1.4;990.0;8.0;176.0;748.0;75.0;1442.0;17.8;71.2;1.4396
1.1;933.0;5.8;159.0;842.0;69.0;1369.0;17.6;69.9;1.3969
1.3;968.0;7.0;147.0;796.0;60.0;1388.0;16.0;75.9;1.3721
0.9;861.0;4.5;99.0;925.0;58.0;1287.0;16.9;72.0;1.3749
1.0;904.0;5.2;98.0;878.0;51.0;1329.0;15.7;76.3;1.3519
0.9;866.0;4.4;109.0;899.0;45.0;1299.0;14.8;78.7;1.3169
0.7;881.0;4.2;180.0;913.0;113.09125081011017;1277.0;14.8;79.7;1.3286
1.8;838.0;3.8;112.0;936.0;41.0;1268.0;14.6;79.9;1.3156
0.8;905.0;5.2;163.0;851.0;48.0;1327.0;15.2;78.0;1.3382
1.6;1055.0;10.0;326.0;703.0;61.0;1506.0;15.5;77.2;1.3502
3.4;1328.0;20.0;640.0;527.0;88.0;1829.0;15.7;76.4;1.3558
4.4;1401.0;25.8;736.0;477.0;102.0;1969.0;16.0;76.4;1.3751
3.5;1291.0;20.0;667.0;529.0;97.0;1752.0;16.7;73.8;1.3886
3.4;1316.0;20.6;677.0;526.0;116.0;1780.0;18.6;66.3;1.4047
2.4;1116.0;12.2;425.0;639.0;112.0;1532.0;20.4;58.1;1.3762
2.3;1139.0;13.1;349.0;625.0;101.0;1580.0;20.6;57.3;1.3792
2.6;1165.0;14.5;332.0;609.0;99.0;1640.0;21.6;53.6;1.3669
2.9;1260.0;17.5;412.0;571.0;113.0;1731.0;21.4;55.6;1.4015
4.4;1475.0;25.9;631.0;455.0;122.0;1991.0;20.7;63.0;1.5204
5.0;1521.0;26.6;677.0;446.0;139.0;1977.0;21.3;61.9;1.5463
6.5;1633.0;35.3;761.0;398.0;149.0;2271.0;20.8;64.0;1.5522
5.9;1463.0;28.2;650.0;468.0;136.0;2092.0;20.3;66.7;1.5656
2.7;1140.0;14.2;262.0;619.0;103.0;1602.0;19.7;64.5;1.4594
2.5;1147.0;12.4;292.0;651.0;112.0;1562.0;19.4;64.0;1.4282
1.5;988.0;6.6;177.0;805.0;88.0;1382.0;20.1;60.8;1.4152
1.0;924.0;4.8;103.0;890.0;63.0;1327.0;20.4;60.4;1.4263
1.2;950.0;5.4;127.0;862.0;69.0;1331.0;20.1;62.6;1.4543
1.0;926.0;4.3;119.0;925.0;65.0;1326.0;19.9;64.9;1.4905
0.8;879.0;2.9;83.0;1023.0;50.0;1288.0;18.2;74.7;1.5441
0.6;864.0;2.5;65.0;1073.0;43.0;1286.0;18.4;73.8;1.5463
0.6;868.0;2.2;180.0;1092.0;113.09125081011017;1276.0;18.7;73.5;1.5664
1.8;894.0;2.7;84.0;1010.0;56.0;1308.0;18.2;76.6;1.5907
1.1;1009.0;6.1;200.0;799.0;69.0;1430.0;18.5;76.4;1.6112
1.3;1069.0;7.7;242.0;738.0;91.0;1469.0;19.3;71.6;1.5844
2.9;1311.0;15.9;366.0;574.0;111.0;1769.0;20.2;66.9;1.5643
3.7;1370.0;22.8;404.0;485.0;124.0;1945.0;20.8;64.7;1.5692
3.0;1246.0;16.6;429.0;566.0;119.0;1746.0;21.9;61.8;1.6021
1.4;1039.0;8.4;169.0;735.0;77.0;1467.0;23.5;57.7;1.6515
2.6;1296.0;13.9;419.0;604.0;101.0;1736.0;19.8;81.0;1.8538
4.2;1523.0;24.9;603.0;458.0;116.0;2114.0;20.2;86.5;2.0224
5.1;1424.0;22.4;589.0;484.0;137.0;1983.0;20.2;82.2;1.9184
5.5;1513.0;26.1;706.0;463.0;163.0;2125.0;19.7;82.2;1.8669
4.5;1338.0;18.1;592.0;558.0;144.0;1847.0;20.2;79.1;1.85
2.7;1214.0;13.9;305.0;616.0;118.0;1664.0;20.1;75.4;1.751
3.1;1290.0;18.5;371.0;550.0;135.0;1807.0;20.2;72.3;1.6893
4.2;1353.0;20.9;465.0;519.0;129.0;1860.0;20.0;73.3;1.693
3.1;1130.0;12.9;390.0;647.0;128.0;1591.0;18.3;74.9;1.5583
1.7;969.0;6.7;227.0;828.0;103.0;1375.0;18.9;70.4;1.5259
1.8;1038.0;7.0;284.0;801.0;116.0;1415.0;17.3;76.3;1.4919
1.7;1020.0;7.3;211.0;793.0;95.0;1410.0;17.1;77.9;1.5081
2.1;1097.0;9.1;297.0;716.0;107.0;1489.0;17.3;79.3;1.5569
2.4;1123.0;9.9;351.0;690.0;108.0;1520.0;17.3;79.9;1.5643
1.8;1023.0;6.9;259.0;782.0;94.0;1413.0;16.9;80.6;1.5372
1.5;1015.0;6.5;214.0;786.0;84.0;1400.0;16.9;81.4;1.551
1.4;979.0;5.9;180.0;809.0;113.09125081011017;1383.0;16.8;81.5;1.5418
1.8;931.0;5.4;173.0;826.0;72.0;1372.0;16.9;79.8;1.5238
1.0;922.0;5.4;192.0;857.0;76.0;1367.0;16.7;79.7;1.503
1.4;989.0;7.8;237.0;762.0;82.0;1453.0;16.8;79.0;1.4978
2.4;1149.0;13.6;413.0;622.0;94.0;1662.0;16.8;79.8;1.5115
3.1;1202.0;15.4;455.0;585.0;102.0;1723.0;16.9;79.9;1.5253
3.0;1206.0;14.4;493.0;592.0;106.0;1675.0;17.4;79.3;1.5593
2.7;1224.0;14.3;482.0;596.0;108.0;1656.0;18.0;76.6;1.5706
4.0;1371.0;20.3;599.0;521.0;152.0;1845.0;21.2;64.4;1.6015
3.7;1327.0;18.7;481.0;539.0;160.0;1826.0;22.4;60.8;1.6261
3.4;1301.0;17.3;406.0;553.0;133.0;1806.0;22.6;61.1;1.6596
3.4;1301.0;16.9;419.0;560.0;147.0;1781.0;23.6;57.3;1.645
3.2;1314.0;16.4;387.0;564.0;135.0;1777.0;23.5;58.3;1.664
3.9;1394.0;19.1;461.0;526.0;135.0;1869.0;22.9;61.6;1.7014
3.7;1385.0;18.7;493.0;528.0;129.0;1850.0;22.3;64.3;1.7055
4.3;1440.0;22.4;532.0;486.0;117.0;1968.0;21.6;68.0;1.7305
4.9;1493.0;25.3;581.0;470.0;116.0;2015.0;21.2;67.4;1.6755
4.0;1319.0;17.7;494.0;551.0;109.0;1785.0;20.8;65.8;1.6001
2.8;1187.0;13.8;392.0;612.0;96.0;1658.0;20.4;64.8;1.5379
2.4;1119.0;10.2;311.0;688.0;90.0;1539.0;20.1;66.7;1.5548
1.9;1100.0;8.6;236.0;744.0;82.0;1494.0;19.5;70.0;1.5711
2.0;1076.0;7.9;270.0;757.0;86.0;1492.0;19.3;70.4;1.5578
1.5;972.0;5.7;199.0;833.0;72.0;1425.0;19.7;68.6;1.5563
1.3;973.0;6.4;146.0;818.0;61.0;1445.0;19.7;68.2;1.5484
1.0;918.0;4.6;180.0;905.0;113.09125081011017;1386.0;19.9;68.4;1.5673
1.8;844.0;2.7;74.0;1035.0;45.0;1320.0;18.4;74.2;1.5581
0.5;817.0;2.1;55.0;1134.0;37.0;1310.0;18.9;71.3;1.5449
0.4;791.0;1.2;43.0;1291.0;31.0;1295.0;18.1;79.0;1.6224
0.4;819.0;1.4;46.0;1264.0;30.0;1315.0;20.4;71.2;1.6834
0.9;972.0;4.6;139.0;944.0;41.0;1477.0;20.6;70.7;1.6996
1.3;997.0;5.7;169.0;812.0;64.0;1470.0;19.3;74.1;1.6391
2.1;1194.0;10.6;254.0;653.0;74.0;1642.0;22.2;64.4;1.7005
2.4;1240.0;11.0;303.0;628.0;77.0;1643.0;23.0;64.6;1.7851
2.0;1117.0;8.6;259.0;717.0;83.0;1585.0;24.3;57.4;1.7233
1.8;1141.0;8.8;226.0;689.0;71.0;1595.0;22.0;67.0;1.7441
1.5;1062.0;7.5;161.0;719.0;62.0;1580.0;22.9;65.7;1.8148
1.6;1160.0;11.6;182.0;622.0;62.0;1727.0;23.2;63.9;1.7957
2.2;1169.0;10.1;289.0;672.0;79.0;1633.0;23.0;62.3;1.7248
2.3;1185.0;10.8;340.0;666.0;93.0;1638.0;22.4;63.2;1.6878
6.6;1571.0;30.3;544.0;440.0;106.0;2277.0;21.7;66.6;1.7077
4.7;1464.0;22.4;543.0;487.0;100.0;1987.0;21.2;70.3;1.7476
4.1;1423.0;20.6;501.0;508.0;89.0;1912.0;20.8;70.9;1.7203
4.1;1318.0;17.5;521.0;543.0;83.0;1848.0;20.0;73.2;1.6965
2.7;1229.0;13.9;352.0;598.0;76.0;1723.0;19.7;73.7;1.6708
2.6;1187.0;13.6;321.0;611.0;68.0;1700.0;19.9;72.6;1.6681
3.2;1353.0;15.9;318.0;584.0;69.0;1723.0;20.1;71.3;1.6564
3.7;1407.0;17.8;338.0;548.0;77.0;1780.0;20.1;71.1;1.6498
3.5;1333.0;16.7;353.0;552.0;68.0;1767.0;19.6;73.2;1.6543
3.0;1269.0;16.0;180.0;559.0;113.09125081011017;1756.0;19.1;75.8;1.6568
1.8;1253.0;16.9;291.0;540.0;52.0;1779.0;18.4;77.9;1.6389
2.7;1212.0;15.0;279.0;562.0;49.0;1710.0;18.4;78.1;1.637
1.8;1061.0;9.6;200.0;679.0;45.0;1554.0;19.2;74.7;1.6398
1.3;1028.0;7.8;180.0;733.0;51.0;1525.0;19.4;75.1;1.6766
1.5;1067.0;8.7;213.0;711.0;51.0;1564.0;19.1;75.6;1.6519
1.9;1111.0;9.8;266.0;667.0;62.0;1594.0;20.3;71.1;1.6803
2.2;1189.0;12.4;247.0;609.0;74.0;1683.0;23.1;61.3;1.7131
2.6;1293.0;13.9;326.0;584.0;88.0;1702.0;25.1;56.0;1.7565
2.7;1285.0;12.5;319.0;597.0;90.0;1686.0;25.8;56.1;1.841
2.5;1236.0;10.9;320.0;631.0;91.0;1706.0;23.7;68.2;1.9739
1.5;1082.0;6.5;174.0;747.0;64.0;1562.0;23.1;70.8;1.98
2.0;1188.0;9.4;216.0;664.0;72.0;1636.0;23.9;66.3;1.9361
3.1;1348.0;15.3;376.0;564.0;88.0;1810.0;23.8;65.0;1.8897
3.7;1394.0;16.4;496.0;547.0;110.0;1811.0;23.2;65.6;1.8435
